,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_num,color_num
13070,1.24,Ideal,J,VS2,61.7,55.0,5412.0,6.91,6.96,4.28,3.0,0.0
13071,1.13,Ideal,D,SI2,60.1,55.0,5412.0,6.79,6.85,4.1,1.0,6.0
13072,1.18,Ideal,I,SI1,61.3,55.6,5412.0,6.79,6.84,4.18,2.0,1.0
13073,1.17,Ideal,D,SI2,62.5,56.0,5412.0,6.77,6.7,4.21,1.0,6.0
13074,1.26,Ideal,D,SI2,61.6,56.0,5412.0,6.99,6.95,4.3,1.0,6.0
13075,1.26,Premium,D,SI2,61.9,58.0,5412.0,6.88,6.81,4.24,1.0,6.0
13076,1.0,Very Good,E,SI1,63.7,55.0,5413.0,6.35,6.4,4.06,2.0,5.0
13077,1.06,Very Good,H,VS2,60.7,59.0,5415.0,6.56,6.63,4.0,3.0,2.0
13078,1.01,Good,H,VS1,63.8,59.0,5416.0,6.3,6.34,4.03,4.0,2.0
13079,1.01,Very Good,E,SI1,62.8,59.0,5416.0,6.41,6.45,4.04,2.0,5.0
13080,1.01,Premium,H,VS1,61.1,58.0,5416.0,6.45,6.48,3.95,4.0,2.0
13081,1.01,Ideal,F,SI1,62.7,55.0,5416.0,6.45,6.4,4.03,2.0,4.0
13082,1.5,Good,H,SI2,63.8,57.0,5416.0,7.21,7.14,4.58,1.0,2.0
13083,1.04,Premium,H,VS2,62.7,61.0,5416.0,6.48,6.44,4.05,3.0,2.0
13084,1.04,Ideal,H,VS2,59.3,57.0,5416.0,6.64,6.58,3.92,3.0,2.0
13085,1.03,Ideal,H,SI1,61.1,56.0,5418.0,6.5,6.53,3.98,2.0,2.0
13086,1.03,Ideal,H,SI1,61.7,57.0,5418.0,6.47,6.53,4.01,2.0,2.0
13087,1.01,Good,G,VS2,64.4,58.0,5418.0,6.23,6.31,4.04,3.0,3.0
13088,1.29,Premium,H,SI2,61.0,57.0,5418.0,7.13,6.95,4.31,1.0,2.0
13089,1.28,Ideal,I,SI2,61.7,59.0,5419.0,6.96,6.92,4.28,1.0,1.0
13090,1.08,Premium,D,SI1,61.6,56.0,5419.0,6.64,6.57,4.07,2.0,6.0
13091,1.0,Good,F,VS2,63.1,56.0,5420.0,6.27,6.31,3.97,3.0,4.0
13092,1.46,Premium,G,SI2,62.8,52.0,5421.0,7.31,7.27,4.58,1.0,3.0
13093,1.3,Premium,G,SI2,61.8,57.0,5421.0,7.02,6.94,4.32,1.0,3.0
13094,1.09,Ideal,I,VS2,61.9,56.0,5421.0,6.62,6.67,4.09,3.0,1.0
13095,1.21,Premium,H,SI2,62.6,61.0,5421.0,6.75,6.7,4.21,1.0,2.0
13096,1.21,Premium,I,SI1,59.3,59.0,5421.0,6.98,6.95,4.13,2.0,1.0
13097,1.21,Ideal,J,VS1,62.3,55.0,5421.0,6.86,6.81,4.26,4.0,0.0
13098,1.21,Premium,I,SI1,62.1,56.0,5421.0,6.92,6.76,4.25,2.0,1.0
13099,1.01,Very Good,D,SI1,60.7,58.0,5422.0,6.49,6.45,3.93,2.0,6.0
13100,0.81,Very Good,D,VVS2,63.9,56.0,5423.0,5.79,5.91,3.74,5.0,6.0
13101,1.17,Ideal,H,SI2,62.4,53.0,5423.0,6.74,6.76,4.21,1.0,2.0
13102,1.02,Very Good,E,SI1,60.6,59.0,5424.0,6.47,6.49,3.93,2.0,5.0
13103,1.1,Ideal,H,SI1,61.4,55.0,5424.0,6.68,6.7,4.11,2.0,2.0
13104,1.07,Premium,H,VS2,62.1,59.0,5424.0,6.56,6.52,4.06,3.0,2.0
13105,1.14,Premium,G,SI1,62.7,58.0,5424.0,6.68,6.63,4.17,2.0,3.0
13106,1.02,Ideal,D,SI2,61.7,58.0,5426.0,6.41,6.49,3.98,1.0,6.0
13107,1.02,Ideal,G,SI1,62.1,55.0,5426.0,6.46,6.49,4.02,2.0,3.0
13108,1.02,Ideal,H,VS2,62.0,57.0,5426.0,6.43,6.4,3.98,3.0,2.0
13109,1.02,Premium,H,VS2,61.7,58.0,5426.0,6.45,6.41,3.97,3.0,2.0
13110,1.24,Very Good,J,VS1,59.1,62.0,5427.0,7.06,7.04,4.17,4.0,0.0
13111,1.27,Premium,F,SI2,61.0,61.0,5428.0,7.01,6.95,4.26,1.0,4.0
13112,1.11,Ideal,G,SI1,62.6,57.0,5428.0,6.64,6.56,4.13,2.0,3.0
13113,1.09,Ideal,H,SI1,60.9,55.0,5428.0,6.72,6.69,4.08,2.0,2.0
13114,1.02,Premium,E,SI1,62.8,58.0,5429.0,6.45,6.39,4.03,2.0,5.0
13115,1.31,Good,H,SI2,64.1,57.0,5429.0,6.9,6.84,4.41,1.0,2.0
13116,1.21,Premium,G,SI2,60.3,58.0,5430.0,6.9,6.96,4.18,1.0,3.0
13117,1.02,Very Good,F,SI1,59.4,60.0,5430.0,6.48,6.59,3.88,2.0,4.0
13118,2.15,Fair,J,I1,65.5,57.0,5430.0,8.01,7.95,5.23,0.0,0.0
13119,1.01,Ideal,G,SI1,63.1,53.0,5430.0,6.36,6.42,4.03,2.0,3.0
13120,0.91,Fair,E,VVS2,63.1,55.0,5430.0,6.13,6.0,3.83,5.0,5.0
13121,1.01,Premium,E,SI1,62.4,59.0,5430.0,6.38,6.35,3.97,2.0,5.0
13122,1.01,Fair,D,SI1,64.7,57.0,5430.0,6.33,6.25,4.07,2.0,6.0
13123,1.01,Premium,E,VS2,62.3,59.0,5430.0,6.38,6.33,3.96,3.0,5.0
13124,1.01,Good,E,VS2,63.8,59.0,5430.0,6.26,6.22,3.98,3.0,5.0
13125,1.22,Good,I,VS2,57.2,60.0,5431.0,7.07,7.01,4.03,3.0,1.0
13126,1.21,Premium,J,VVS2,61.7,60.0,5431.0,6.82,6.85,4.22,5.0,0.0
13127,0.91,Ideal,E,SI1,62.3,55.0,5431.0,6.2,6.23,3.87,2.0,5.0
13128,1.02,Premium,H,VS2,60.2,62.0,5432.0,6.54,6.46,3.91,3.0,2.0
13129,1.01,Very Good,H,SI1,62.9,56.0,5433.0,6.34,6.41,4.01,2.0,2.0
13130,1.01,Very Good,H,SI1,61.2,60.0,5433.0,6.41,6.44,3.93,2.0,2.0
13131,1.05,Premium,E,SI1,61.2,58.0,5433.0,6.57,6.53,4.01,2.0,5.0
13132,1.15,Premium,H,SI1,62.0,58.0,5433.0,6.77,6.71,4.18,2.0,2.0
13133,1.11,Premium,H,SI1,62.5,58.0,5433.0,6.64,6.61,4.14,2.0,2.0
13134,1.11,Premium,H,SI1,61.1,60.0,5433.0,6.68,6.62,4.06,2.0,2.0
13135,1.26,Premium,H,SI2,60.9,57.0,5434.0,7.03,6.96,4.26,1.0,2.0
13136,1.06,Very Good,G,SI1,61.3,60.0,5435.0,6.53,6.55,4.01,2.0,3.0
13137,1.07,Ideal,F,SI1,59.4,57.0,5436.0,6.73,6.67,3.98,2.0,4.0
13138,1.05,Ideal,E,SI1,62.1,57.0,5436.0,6.48,6.5,4.03,2.0,5.0
13139,1.07,Premium,F,SI1,62.5,59.0,5436.0,6.57,6.52,4.09,2.0,4.0
13140,1.22,Ideal,G,SI2,62.9,56.0,5436.0,6.86,6.78,4.29,1.0,3.0
13141,1.22,Premium,G,SI2,58.3,61.0,5436.0,7.0,6.92,4.06,1.0,3.0
13142,1.01,Ideal,E,SI2,61.5,55.0,5437.0,6.44,6.51,3.98,1.0,5.0
13143,1.33,Premium,H,SI2,61.0,59.0,5437.0,7.1,7.06,4.32,1.0,2.0
13144,1.05,Very Good,G,SI1,60.2,58.0,5438.0,6.57,6.61,3.97,2.0,3.0
13145,1.3,Premium,J,SI1,61.8,59.0,5438.0,6.99,6.95,4.31,2.0,0.0
13146,1.11,Good,G,SI2,59.7,61.0,5438.0,6.72,6.69,4.0,1.0,3.0
13147,0.9,Premium,E,VS1,59.4,59.0,5438.0,6.31,6.28,3.74,4.0,5.0
13148,1.01,Ideal,G,VS2,61.7,57.0,5439.0,6.44,6.49,3.99,3.0,3.0
13149,0.9,Ideal,E,VS2,62.0,59.0,5439.0,6.17,6.21,3.84,3.0,5.0
13150,1.08,Ideal,G,SI1,61.7,56.0,5439.0,6.6,6.63,4.08,2.0,3.0
13151,1.19,Premium,I,VS2,61.7,57.0,5439.0,6.84,6.77,4.2,3.0,1.0
13152,1.11,Premium,H,SI1,58.8,59.0,5439.0,6.79,6.74,3.98,2.0,2.0
13153,1.27,Ideal,J,VS2,61.5,57.0,5442.0,6.93,6.98,4.28,3.0,0.0
13154,1.01,Good,D,SI1,63.8,58.0,5443.0,6.34,6.38,4.06,2.0,6.0
13155,1.01,Premium,D,SI1,62.6,58.0,5443.0,6.33,6.44,4.0,2.0,6.0
13156,1.01,Good,D,SI1,61.7,62.0,5443.0,6.3,6.34,3.9,2.0,6.0
13157,1.01,Ideal,D,SI1,61.2,57.0,5443.0,6.44,6.47,3.95,2.0,6.0
13158,1.01,Very Good,D,SI1,62.9,59.0,5443.0,6.39,6.43,4.03,2.0,6.0
13159,1.01,Good,D,SI1,63.1,60.0,5443.0,6.32,6.39,4.01,2.0,6.0
13160,1.01,Good,D,SI1,61.8,60.0,5443.0,6.35,6.37,3.93,2.0,6.0
13161,1.01,Very Good,D,SI1,61.6,60.0,5443.0,6.43,6.47,3.97,2.0,6.0
13162,1.2,Very Good,H,SI1,63.5,58.0,5443.0,6.69,6.73,4.26,2.0,2.0
13163,1.24,Ideal,J,VS2,62.3,56.0,5443.0,6.84,6.91,4.28,3.0,0.0
13164,1.24,Ideal,E,SI2,59.2,55.0,5444.0,7.05,7.03,4.17,1.0,5.0
13165,1.24,Very Good,I,VS1,61.4,63.0,5444.0,6.89,6.88,4.23,4.0,1.0
13166,1.07,Ideal,G,SI1,61.9,55.0,5444.0,6.62,6.57,4.08,2.0,3.0
13167,1.0,Premium,E,SI1,60.7,59.0,5445.0,6.38,6.41,3.88,2.0,5.0
13168,1.0,Premium,E,SI1,62.6,60.0,5445.0,6.3,6.35,3.97,2.0,5.0
13169,1.0,Premium,E,SI1,61.9,60.0,5445.0,6.37,6.46,3.97,2.0,5.0
13170,1.06,Very Good,E,SI1,63.7,55.0,5445.0,6.45,6.49,4.12,2.0,5.0
13171,1.2,Fair,F,SI2,63.4,60.0,5445.0,6.56,6.65,4.19,1.0,4.0
13172,1.03,Ideal,G,SI1,60.5,55.0,5445.0,6.59,6.54,3.97,2.0,3.0
13173,1.31,Premium,J,SI1,59.4,60.0,5446.0,7.06,7.12,4.21,2.0,0.0
13174,1.31,Good,I,SI2,63.6,55.1,5446.0,6.92,6.98,4.42,1.0,1.0
13175,1.04,Very Good,H,VS2,60.9,58.0,5447.0,6.5,6.6,3.99,3.0,2.0
13176,1.12,Very Good,E,SI1,58.8,61.0,5447.0,6.74,6.8,3.98,2.0,5.0
13177,1.37,Good,I,VS2,64.1,58.0,5449.0,6.92,6.9,4.43,3.0,1.0
13178,1.11,Premium,H,VS2,61.7,58.0,5450.0,6.64,6.69,4.11,3.0,2.0
13179,1.11,Very Good,H,VS2,62.4,58.0,5450.0,6.57,6.69,4.14,3.0,2.0
13180,1.31,Very Good,J,SI1,62.3,55.0,5450.0,6.98,7.02,4.36,2.0,0.0
13181,0.9,Ideal,E,SI1,62.0,56.0,5450.0,6.18,6.2,3.84,2.0,5.0
13182,1.2,Very Good,D,SI2,62.6,57.0,5451.0,6.74,6.84,4.25,1.0,6.0
13183,1.18,Very Good,I,VS1,62.2,57.0,5451.0,6.72,6.76,4.19,4.0,1.0
13184,1.12,Ideal,G,SI1,62.0,55.0,5451.0,6.65,6.68,4.13,2.0,3.0
13185,1.04,Very Good,G,VS2,61.4,63.0,5451.0,6.55,6.51,4.01,3.0,3.0
13186,1.24,Ideal,J,VS2,62.8,56.0,5451.0,6.83,6.8,4.28,3.0,0.0
13187,1.21,Very Good,J,VS1,62.6,57.0,5452.0,6.71,6.8,4.23,4.0,0.0
13188,1.21,Very Good,I,SI1,62.9,55.0,5452.0,6.69,6.76,4.23,2.0,1.0
13189,1.18,Ideal,G,SI2,60.5,55.0,5452.0,6.9,6.85,4.16,1.0,3.0
13190,0.92,Very Good,E,VS1,60.9,61.0,5453.0,6.22,6.25,3.8,4.0,5.0
13191,1.07,Premium,G,SI1,61.6,58.0,5453.0,6.6,6.56,4.05,2.0,3.0
13192,1.07,Ideal,G,SI1,60.2,57.0,5453.0,6.7,6.59,4.0,2.0,3.0
13193,1.16,Premium,H,SI1,61.2,58.0,5454.0,6.76,6.81,4.15,2.0,2.0
13194,1.02,Premium,H,VS2,62.4,58.0,5454.0,6.43,6.39,4.0,3.0,2.0
13195,1.27,Very Good,J,VS2,61.8,60.0,5455.0,6.9,6.94,4.28,3.0,0.0
13196,1.03,Very Good,I,VS1,62.9,53.0,5455.0,6.45,6.5,4.07,4.0,1.0
13197,1.02,Very Good,H,SI1,61.0,59.0,5455.0,6.48,6.53,3.97,2.0,2.0
13198,1.27,Ideal,J,SI1,61.4,57.0,5455.0,6.97,7.0,4.29,2.0,0.0
13199,1.02,Premium,F,SI1,61.0,59.0,5455.0,6.58,6.47,3.98,2.0,4.0
13200,1.08,Ideal,I,VS2,61.8,54.0,5455.0,6.6,6.57,4.07,3.0,1.0
13201,1.24,Very Good,I,SI1,60.4,58.0,5456.0,6.95,7.02,4.22,2.0,1.0
13202,1.06,Very Good,H,VS1,62.2,59.0,5456.0,6.47,6.52,4.04,4.0,2.0
13203,1.02,Very Good,E,SI1,63.2,60.0,5456.0,6.33,6.42,4.03,2.0,5.0
13204,1.12,Ideal,D,SI2,62.6,57.0,5456.0,6.61,6.65,4.15,1.0,6.0
13205,1.11,Ideal,H,SI1,62.3,55.0,5456.0,6.7,6.65,4.16,2.0,2.0
13206,1.11,Ideal,H,SI1,61.6,56.0,5456.0,6.69,6.65,4.11,2.0,2.0
13207,1.21,Very Good,I,SI1,60.6,56.0,5457.0,6.89,6.97,4.2,2.0,1.0
13208,1.05,Ideal,F,SI1,62.0,55.0,5457.0,6.5,6.54,4.04,2.0,4.0
13209,1.12,Ideal,H,SI1,60.7,56.0,5457.0,6.74,6.7,4.08,2.0,2.0
13210,1.13,Ideal,E,SI2,62.2,56.0,5457.0,6.7,6.66,4.16,1.0,5.0
13211,1.01,Ideal,H,SI1,62.7,56.0,5457.0,6.37,6.42,4.01,2.0,2.0
13212,1.16,Premium,I,VS1,60.4,59.0,5457.0,6.89,6.82,4.14,4.0,1.0
13213,1.14,Premium,H,SI1,59.3,59.0,5458.0,6.8,6.76,4.02,2.0,2.0
13214,1.0,Ideal,E,SI1,61.9,56.0,5458.0,6.37,6.45,3.97,2.0,5.0
13215,0.91,Ideal,E,SI1,61.9,55.0,5458.0,6.21,6.23,3.85,2.0,5.0
13216,1.2,Good,I,SI1,64.4,61.0,5458.0,6.52,6.59,4.22,2.0,1.0
13217,1.18,Premium,G,SI1,62.1,59.0,5458.0,6.75,6.71,4.18,2.0,3.0
13218,1.14,Premium,H,SI1,61.9,58.0,5458.0,6.71,6.67,4.14,2.0,2.0
13219,1.14,Very Good,H,SI1,63.1,58.0,5458.0,6.69,6.6,4.19,2.0,2.0
13220,1.06,Ideal,J,VS2,61.4,56.0,5459.0,6.55,6.6,4.04,3.0,0.0
13221,1.0,Fair,H,VS1,55.8,60.0,5460.0,6.66,6.61,3.7,4.0,2.0
13222,1.5,Fair,D,I1,64.7,62.0,5460.0,7.19,7.04,4.6,0.0,6.0
13223,1.5,Premium,G,SI2,61.7,55.0,5460.0,7.39,7.32,4.54,1.0,3.0
13224,1.01,Very Good,E,SI1,60.0,60.0,5461.0,6.43,6.51,3.88,2.0,5.0
13225,1.01,Very Good,E,SI1,62.1,56.0,5461.0,6.43,6.48,4.01,2.0,5.0
13226,1.06,Ideal,G,SI1,62.9,56.0,5461.0,6.52,6.49,4.09,2.0,3.0
13227,1.06,Premium,H,SI1,61.0,60.0,5461.0,6.59,6.56,4.01,2.0,2.0
13228,1.21,Premium,H,VS2,60.8,62.0,5461.0,6.82,6.78,4.13,3.0,2.0
13229,1.29,Very Good,I,SI1,62.2,58.0,5463.0,6.94,6.99,4.33,2.0,1.0
13230,1.29,Premium,J,VS1,61.7,59.0,5463.0,6.93,6.97,4.29,4.0,0.0
13231,1.19,Premium,I,SI1,61.3,59.0,5464.0,6.84,6.79,4.18,2.0,1.0
13232,1.07,Premium,H,SI1,63.0,57.0,5465.0,6.55,6.44,4.09,2.0,2.0
13233,1.22,Premium,I,SI1,59.0,61.0,5466.0,7.02,6.98,4.13,2.0,1.0
13234,1.22,Premium,I,SI1,62.2,57.0,5466.0,6.87,6.79,4.25,2.0,1.0
13235,1.22,Premium,I,SI1,62.1,59.0,5466.0,6.86,6.8,4.24,2.0,1.0
13236,1.22,Premium,H,SI2,60.2,56.0,5466.0,6.96,6.93,4.18,1.0,2.0
13237,1.05,Premium,H,VS2,62.7,59.0,5468.0,6.49,6.43,4.05,3.0,2.0
13238,1.05,Premium,H,VS2,59.0,59.0,5468.0,6.71,6.68,3.95,3.0,2.0
13239,1.02,Premium,H,VS1,62.1,59.0,5469.0,6.38,6.43,3.98,4.0,2.0
13240,1.14,Ideal,I,SI1,62.3,58.0,5469.0,6.65,6.7,4.16,2.0,1.0
13241,1.04,Ideal,H,SI1,61.7,56.0,5469.0,6.51,6.55,4.03,2.0,2.0
13242,1.0,Good,D,SI1,64.9,53.0,5469.0,6.27,6.3,4.08,2.0,6.0
13243,1.0,Premium,E,SI1,60.8,60.0,5470.0,6.45,6.42,3.91,2.0,5.0
13244,1.14,Ideal,E,SI2,62.4,57.0,5473.0,6.64,6.7,4.16,1.0,5.0
13245,1.2,Very Good,G,SI2,60.2,63.0,5474.0,6.81,6.84,4.11,1.0,3.0
13246,1.2,Premium,I,VS2,62.1,59.0,5474.0,6.77,6.72,4.19,3.0,1.0
13247,1.01,Fair,G,VS2,66.6,55.0,5475.0,6.27,6.22,4.16,3.0,3.0
13248,0.9,Very Good,D,VS2,62.3,56.0,5476.0,6.14,6.18,3.84,3.0,6.0
13249,1.2,Very Good,I,SI1,62.6,57.0,5476.0,6.74,6.77,4.23,2.0,1.0
13250,1.03,Ideal,E,SI1,62.1,56.0,5476.0,6.43,6.48,4.01,2.0,5.0
13251,1.03,Ideal,E,SI1,61.3,57.0,5476.0,6.48,6.51,3.98,2.0,5.0
13252,1.1,Premium,H,SI1,60.7,59.0,5476.0,6.72,6.7,4.07,2.0,2.0
13253,1.18,Premium,I,VS1,62.6,59.0,5477.0,6.73,6.71,4.21,4.0,1.0
13254,1.01,Ideal,I,VVS1,61.7,56.0,5478.0,6.42,6.47,3.98,6.0,1.0
13255,1.01,Very Good,E,SI1,64.1,56.0,5479.0,6.29,6.35,4.05,2.0,5.0
13256,1.06,Very Good,H,VS2,62.4,56.0,5480.0,6.49,6.56,4.07,3.0,2.0
13257,1.05,Very Good,G,SI1,62.0,56.0,5480.0,6.47,6.55,4.04,2.0,3.0
13258,0.9,Good,F,VVS2,61.8,63.0,5480.0,6.14,6.19,3.81,5.0,4.0
13259,1.16,Premium,H,SI1,60.2,59.0,5480.0,6.84,6.77,4.1,2.0,2.0
13260,1.31,Premium,J,SI1,62.5,55.0,5480.0,7.05,6.97,4.38,2.0,0.0
13261,1.13,Very Good,F,SI1,60.6,60.0,5481.0,6.67,6.76,4.07,2.0,4.0
13262,1.0,Good,G,SI1,62.2,63.0,5483.0,6.36,6.41,3.97,2.0,3.0
13263,1.11,Premium,F,SI1,60.1,61.0,5483.0,6.74,6.64,4.06,2.0,4.0
13264,1.13,Ideal,H,SI1,62.3,56.0,5483.0,6.69,6.66,4.16,2.0,2.0
13265,1.0,Good,G,VS2,63.7,59.0,5484.0,6.38,6.33,4.05,3.0,3.0
13266,1.02,Premium,F,SI1,62.9,55.0,5484.0,6.47,6.41,4.05,2.0,4.0
13267,0.91,Very Good,G,VS2,62.3,59.0,5484.0,6.13,6.17,3.83,3.0,3.0
13268,1.0,Good,G,VS2,63.7,57.0,5484.0,6.32,6.28,4.01,3.0,3.0
13269,1.0,Good,G,VS2,56.6,61.0,5484.0,6.65,6.61,3.75,3.0,3.0
13270,1.0,Fair,G,VS2,67.6,57.0,5484.0,6.2,6.13,4.17,3.0,3.0
13271,1.0,Fair,G,VS2,63.7,55.0,5484.0,6.28,6.21,3.98,3.0,3.0
13272,1.2,Ideal,G,SI2,62.2,56.0,5484.0,6.84,6.74,4.22,1.0,3.0
13273,1.06,Premium,E,SI1,62.0,61.0,5485.0,6.55,6.51,4.05,2.0,5.0
13274,1.06,Premium,E,SI1,60.8,58.0,5485.0,6.59,6.54,3.99,2.0,5.0
13275,1.24,Very Good,H,SI2,63.2,55.0,5486.0,6.88,6.83,4.33,1.0,2.0
13276,1.09,Ideal,I,SI1,61.9,55.0,5486.0,6.66,6.62,4.11,2.0,1.0
13277,1.01,Ideal,F,SI1,62.0,56.0,5486.0,6.44,6.39,3.98,2.0,4.0
13278,1.01,Good,F,VS2,57.3,62.0,5487.0,6.63,6.59,3.79,3.0,4.0
13279,1.14,Good,H,SI1,62.8,58.0,5487.0,6.62,6.67,4.17,2.0,2.0
13280,1.12,Fair,G,VS1,64.8,56.0,5487.0,6.48,6.52,4.21,4.0,3.0
13281,1.38,Premium,G,SI2,58.3,59.0,5487.0,7.34,7.27,4.26,1.0,3.0
13282,1.08,Premium,F,SI1,61.0,59.0,5487.0,6.67,6.57,4.04,2.0,4.0
13283,1.3,Fair,J,SI1,66.0,57.1,5488.0,6.73,6.82,4.45,2.0,0.0
13284,1.0,Premium,D,SI1,61.3,54.0,5488.0,6.39,6.37,3.91,2.0,6.0
13285,1.0,Premium,D,SI1,59.5,60.0,5488.0,6.49,6.42,3.84,2.0,6.0
13286,1.0,Premium,D,SI1,62.1,58.0,5488.0,6.45,6.34,3.97,2.0,6.0
13287,1.0,Premium,D,SI1,61.5,60.0,5488.0,6.38,6.34,3.91,2.0,6.0
13288,1.0,Premium,D,SI1,62.1,61.0,5488.0,6.32,6.3,3.92,2.0,6.0
13289,1.0,Ideal,D,SI1,61.7,57.0,5489.0,6.39,6.42,3.95,2.0,6.0
13290,1.21,Ideal,J,SI1,62.7,55.0,5489.0,6.84,6.79,4.27,2.0,0.0
13291,1.21,Premium,J,VS1,60.0,60.0,5489.0,6.95,6.88,4.15,4.0,0.0
13292,1.2,Very Good,I,SI2,63.7,56.0,5490.0,6.66,6.71,4.26,1.0,1.0
13293,1.23,Good,H,SI1,63.7,59.0,5490.0,6.76,6.71,4.29,2.0,2.0
13294,1.06,Very Good,F,SI1,59.6,60.0,5491.0,6.61,6.68,3.96,2.0,4.0
13295,1.06,Very Good,F,SI1,58.8,57.0,5491.0,6.67,6.76,3.95,2.0,4.0
13296,1.03,Ideal,D,SI2,60.5,58.0,5491.0,6.52,6.58,3.96,1.0,6.0
13297,1.03,Premium,D,SI1,61.8,57.0,5491.0,6.53,6.49,4.02,2.0,6.0
13298,1.03,Ideal,E,SI2,61.7,55.0,5491.0,6.52,6.46,4.01,1.0,5.0
13299,1.05,Good,H,VS2,63.7,58.0,5492.0,6.4,6.45,4.09,3.0,2.0
13300,1.02,Ideal,E,SI1,60.5,56.0,5493.0,6.57,6.53,3.96,2.0,5.0
13301,1.05,Very Good,E,SI1,62.2,56.0,5494.0,6.49,6.56,4.06,2.0,5.0
13302,1.2,Ideal,E,SI2,61.1,55.0,5494.0,6.9,6.87,4.21,1.0,5.0
13303,1.04,Ideal,F,SI1,61.3,56.0,5495.0,6.51,6.55,4.0,2.0,4.0
13304,1.11,Ideal,H,SI2,61.2,56.0,5496.0,6.7,6.69,4.1,1.0,2.0
13305,1.09,Ideal,G,SI1,62.4,56.0,5496.0,6.57,6.61,4.11,2.0,3.0
13306,1.02,Good,D,SI1,63.3,58.0,5497.0,6.35,6.39,4.03,2.0,6.0
13307,1.19,Ideal,E,SI2,61.9,56.0,5497.0,6.8,6.84,4.22,1.0,5.0
13308,1.02,Good,D,SI1,63.5,61.0,5497.0,6.27,6.35,4.01,2.0,6.0
13309,1.24,Very Good,I,SI2,61.6,59.0,5497.0,6.87,6.9,4.24,1.0,1.0
13310,1.01,Very Good,G,SI1,62.9,58.0,5497.0,6.35,6.4,4.01,2.0,3.0
13311,1.01,Ideal,G,SI1,61.1,58.0,5497.0,6.43,6.49,3.95,2.0,3.0
13312,1.01,Good,G,VS2,62.0,61.0,5497.0,6.29,6.38,3.93,3.0,3.0
13313,1.03,Very Good,D,SI1,62.6,58.0,5498.0,6.44,6.49,4.05,2.0,6.0
13314,1.07,Ideal,H,SI1,62.1,56.0,5498.0,6.53,6.58,4.07,2.0,2.0
13315,1.07,Premium,H,VS2,62.4,59.0,5498.0,6.53,6.46,4.05,3.0,2.0
13316,1.01,Very Good,E,SI1,62.9,60.0,5499.0,6.35,6.43,4.02,2.0,5.0
13317,1.01,Good,E,SI1,63.3,55.0,5499.0,6.37,6.42,4.05,2.0,5.0
13318,1.01,Very Good,E,SI1,62.8,57.0,5499.0,6.37,6.41,4.01,2.0,5.0
13319,1.01,Very Good,E,SI1,62.9,58.0,5499.0,6.35,6.41,4.01,2.0,5.0
13320,1.25,Premium,J,VS1,62.0,58.0,5500.0,6.89,6.92,4.28,4.0,0.0
13321,1.0,Premium,E,SI1,61.6,59.0,5500.0,6.38,6.41,3.94,2.0,5.0
13322,1.0,Good,G,VS2,63.3,60.0,5500.0,6.29,6.37,4.01,3.0,3.0
13323,1.25,Very Good,I,SI1,58.9,58.0,5500.0,7.04,7.08,4.16,2.0,1.0
13324,1.02,Very Good,F,SI1,59.8,58.0,5500.0,6.49,6.55,3.9,2.0,4.0
13325,1.14,Ideal,H,SI1,62.3,56.0,5501.0,6.72,6.69,4.18,2.0,2.0
13326,1.01,Good,D,SI1,57.6,60.0,5501.0,6.59,6.64,3.81,2.0,6.0
13327,1.01,Fair,F,VS2,65.5,62.0,5501.0,6.19,6.23,4.07,3.0,4.0
13328,1.11,Ideal,D,SI2,62.2,57.0,5501.0,6.66,6.62,4.12,1.0,6.0
13329,0.9,Very Good,H,VS2,62.6,59.0,5502.0,6.07,6.16,3.83,3.0,2.0
13330,1.21,Premium,I,VS2,62.2,59.0,5502.0,6.79,6.85,4.24,3.0,1.0
13331,1.22,Ideal,H,SI2,61.0,57.0,5502.0,6.88,6.93,4.2,1.0,2.0
13332,1.22,Ideal,H,SI2,61.7,56.0,5502.0,6.87,6.93,4.26,1.0,2.0
13333,1.04,Premium,F,SI1,61.5,59.0,5504.0,6.54,6.46,4.0,2.0,4.0
13334,1.12,Very Good,G,SI2,61.2,58.0,5504.0,6.65,6.69,4.08,1.0,3.0
13335,0.9,Very Good,F,VVS2,61.0,63.0,5504.0,6.13,6.09,3.73,5.0,4.0
13336,1.22,Ideal,J,VS1,60.8,57.0,5504.0,6.85,6.89,4.18,4.0,0.0
13337,1.23,Premium,J,VS2,61.9,55.0,5504.0,6.94,6.88,4.28,3.0,0.0
13338,1.19,Premium,D,SI2,58.8,58.0,5504.0,7.04,6.9,4.1,1.0,6.0
13339,1.19,Ideal,D,SI2,60.4,55.0,5504.0,6.91,6.89,4.17,1.0,6.0
13340,1.05,Ideal,G,VS2,61.1,57.0,5504.0,6.55,6.52,3.99,3.0,3.0
13341,1.46,Fair,G,SI2,64.6,54.0,5504.0,7.11,7.03,4.57,1.0,3.0
13342,1.26,Premium,I,SI1,60.9,58.0,5504.0,6.99,6.94,4.24,2.0,1.0
13343,1.0,Good,F,VS2,63.4,56.0,5505.0,6.27,6.35,4.0,3.0,4.0
13344,1.0,Very Good,F,VS2,61.9,59.0,5505.0,6.34,6.38,3.94,3.0,4.0
13345,1.02,Ideal,H,SI1,59.8,58.0,5505.0,6.56,6.58,3.93,2.0,2.0
